Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
Current time: 2020-08-17_15-22-39-315009
2020-08-17 19-44-55-917801 1961 15752749 220 37.58 15344 27.34
2020-08-17 19-45-07-979790 1962 15764820 255 43.96 15353 27.24
2020-08-17 19-45-14-064184 1963 15770910 135 24.92 15361 27.34
2020-08-17 19-45-15-127656 1964 15771975 323 58.48 15367 27.13
2020-08-17 19-45-19-101141 1965 15775952 167 28.76 15373 27.34
2020-08-17 19-45-28-074359 1966 15784933 184 31.36 15380 27.34
2020-08-17 19-45-55-109111 1967 15811991 263 45.37 15391 27.13
2020-08-17 19-45-56-613152 1968 15813497 391 82.35 15397 26.91
2020-08-17 19-45-58-126367 1969 15815011 185 31.51 15405 27.34
2020-08-17 19-46-06-638309 1970 15823529 192 32.67 15411 27.13
2020-08-17 19-46-12-216846 1971 15829114 188 32.01 15420 27.24
2020-08-17 19-46-15-287159 1972 15832185 487 132.65 15426 27.34
2020-08-17 19-46-23-393870 1973 15840301 198 33.69 15433 27.13
2020-08-17 19-46-29-448205 1974 15846361 163 28.20 15441 26.91
2020-08-17 19-46-33-173213 1975 15850088 236 40.44 15451 27.34
2020-08-17 19-46-35-712230 1976 15852630 287 50.23 15457 27.34
2020-08-17 19-46-40-190246 1977 15857112 224 38.29 15464 27.34
2020-08-17 19-46-44-656195 1978 15861581 248 42.69 15472 27.45
2020-08-17 19-47-01-836473 1979 15878775 472 125.87 15484 27.24
2020-08-17 19-47-19-907590 1980 15896862 478 129.43 15495 27.24
2020-08-17 19-47-22-782871 1981 15899742 184 31.36 15502 27.34
2020-08-17 19-47-39-047256 1982 15916020 120 23.58 15515 27.34
2020-08-17 19-47-40-285214 1983 15917259 422 97.97 15521 27.34
2020-08-17 19-47-40-487175 1984 15917461 216 36.85 15527 27.34
2020-08-17 19-47-41-453167 1985 15918427 275 47.73 15533 27.34
2020-08-17 19-47-48-606544 1986 15925587 96 21.67 15540 27.34
2020-08-17 19-47-55-115223 1987 15932101 127 24.18 15547 27.34
2020-08-17 19-47-59-958940 1988 15936949 224 38.29 15554 27.13
2020-08-17 19-48-01-310327 1989 15938301 209 35.61 15560 27.34
2020-08-17 19-48-05-917365 1990 15942914 159 27.66 15571 27.24
2020-08-17 19-48-17-671180 1991 15954677 115 23.18 15578 27.24
2020-08-17 19-48-20-521468 1992 15957529 255 43.96 15584 27.34
2020-08-17 19-48-23-124508 1993 15960135 287 50.23 15592 27.34
2020-08-17 19-48-38-097203 1994 15975121 207 35.26 15600 27.24
2020-08-17 19-48-47-538135 1995 15984569 323 58.48 15611 27.34
2020-08-17 19-48-55-495238 1996 15992534 355 68.30 15617 27.13
2020-08-17 19-49-05-358237 1997 16002405 184 31.36 15627 27.45
2020-08-17 19-49-12-255246 1998 16009309 231 39.55 15634 26.91
2020-08-17 19-49-12-359254 1999 16009412 312 55.68 15640 27.13
2020-08-17 19-49-20-613163 2000 16017673 231 39.55 15649 27.34
2020-08-17 19-49-28-425200 2001 16025492 120 23.58 15657 27.34
2020-08-17 19-49-31-857713 2002 16028928 254 43.77 15665 27.45
2020-08-17 19-49-32-590234 2003 16029661 188 32.01 15671 27.13
2020-08-17 19-49-42-454735 2004 16039534 188 32.01 15679 26.91
2020-08-17 19-49-48-934686 2005 16046019 146 26.08 15689 27.34
2020-08-17 19-49-51-317245 2006 16048404 140 25.42 15695 27.13
2020-08-17 19-50-07-504067 2007 16064605 231 39.55 15706 27.13
2020-08-17 19-50-08-733187 2008 16065835 515 147.53 15712 26.91
2020-08-17 19-50-08-865239 2009 16065967 159 27.66 15718 27.13
2020-08-17 19-50-10-454226 2010 16067558 121 23.66 15725 27.13
2020-08-17 19-50-19-284222 2011 16076395 167 28.76 15735 27.34
2020-08-17 19-50-35-958291 2012 16093083 224 38.29 15745 27.34
2020-08-17 19-50-50-275256 2013 16107413 207 35.26 15759 27.34
2020-08-17 19-50-53-088084 2014 16110228 334 61.44 15766 27.34
2020-08-17 19-51-05-072848 2015 16122224 161 27.93 15773 27.45
2020-08-17 19-51-05-581347 2016 16122732 152 26.78 15779 27.34
2020-08-17 19-51-14-755399 2017 16131915 241 41.39 15788 26.91
2020-08-17 19-51-15-882319 2018 16133043 240 41.21 15794 27.34
2020-08-17 19-51-21-555434 2019 16138721 184 31.36 15802 27.34
2020-08-17 19-51-36-262298 2020 16153440 335 61.77 15811 27.45
2020-08-17 19-51-48-552318 2021 16165740 248 42.69 15821 27.34
2020-08-17 19-51-51-628304 2022 16168819 199 33.86 15828 26.91
2020-08-17 19-51-56-274789 2023 16173469 231 39.55 15835 27.13
2020-08-17 19-51-59-071827 2024 16176270 271 46.93 15842 26.91
2020-08-17 19-52-09-240124 2025 16186446 184 31.36 15851 27.13
2020-08-17 19-52-22-568288 2026 16199786 142 25.64 15860 27.34
2020-08-17 19-52-28-079296 2027 16205302 216 36.85 15867 27.13
2020-08-17 19-52-29-733398 2028 16206958 344 64.67 15873 27.45
2020-08-17 19-52-31-923397 2029 16209149 174 29.79 15879 27.34
2020-08-17 19-52-43-852318 2030 16221088 167 28.76 15890 27.13
2020-08-17 19-52-44-758304 2031 16221996 204 34.73 15897 27.13
2020-08-17 19-52-45-552201 2032 16222790 184 31.36 15903 27.45
2020-08-17 19-52-46-598313 2033 16223837 358 69.10 15909 27.34
2020-08-17 19-52-52-987241 2034 16230232 396 85.28 15917 27.45
2020-08-17 19-52-54-302259 2035 16231546 432 101.61 15923 26.91
2020-08-17 19-53-18-620249 2036 16255887 115 23.18 15932 27.45
2020-08-17 19-53-19-359339 2037 16256626 263 45.37 15939 27.24
2020-08-17 19-53-36-357492 2038 16273639 249 42.85 15951 27.13
2020-08-17 19-53-37-287293 2039 16274570 312 55.68 15957 27.34
2020-08-17 19-53-44-091249 2040 16281379 359 69.86 15967 27.34
2020-08-17 19-53-51-867409 2041 16289163 263 45.37 15978 27.13
2020-08-17 19-53-57-146440 2042 16294447 359 69.86 15985 27.13
2020-08-17 19-54-12-042215 2043 16309355 121 23.66 15996 27.34
2020-08-17 19-54-17-474685 2044 16314792 184 31.36 16003 27.24
2020-08-17 19-54-21-953302 2045 16319275 249 42.85 16011 27.34
2020-08-17 19-54-46-690865 2046 16344033 355 68.30 16023 27.24
2020-08-17 19-54-55-216633 2047 16352566 295 51.75 16032 27.34
2020-08-17 19-54-56-144233 2048 16353495 454 115.28 16038 27.34
2020-08-17 19-55-01-878243 2049 16359234 255 43.96 16044 27.34
2020-08-17 19-55-07-519251 2050 16364880 129 24.35 16051 27.45
2020-08-17 19-55-12-991164 2051 16370357 167 28.76 16060 27.34
2020-08-17 19-55-25-698338 2052 16383075 270 46.71 16072 27.34
2020-08-17 19-55-27-552011 2053 16384930 286 49.78 16078 27.34
2020-08-17 19-55-42-311359 2054 16399703 287 50.23 16088 27.13
2020-08-17 19-55-53-115192 2055 16410515 127 24.18 16097 27.13
2020-08-17 19-55-55-190260 2056 16412592 135 24.92 16103 27.45
2020-08-17 19-56-05-217433 2057 16422627 551 164.56 16111 27.34
2020-08-17 19-56-13-179144 2058 16430598 216 36.85 16119 27.13
2020-08-17 19-56-15-990263 2059 16433411 192 32.67 16126 27.34
2020-08-17 19-56-27-103112 2060 16444532 209 35.61 16134 27.24
2020-08-17 19-56-29-202241 2061 16446633 262 45.24 16141 27.34
2020-08-17 19-56-46-402384 2062 16463849 199 33.86 16154 27.34
2020-08-17 19-56-49-499219 2063 16466949 307 54.48 16161 27.24
2020-08-17 19-57-01-486297 2064 16478946 172 29.49 16170 27.34
2020-08-17 19-57-18-077849 2065 16495550 449 112.05 16180 27.13
2020-08-17 19-57-22-172239 2066 16499649 227 38.83 16188 27.13
2020-08-17 19-57-23-960277 2067 16501439 255 43.96 16195 27.34
2020-08-17 19-57-29-576336 2068 16507060 207 35.26 16204 26.91
2020-08-17 19-57-29-944154 2069 16507428 224 38.29 16210 27.34
2020-08-17 19-57-35-668008 2070 16513158 60 17.43 16218 27.02
2020-08-17 19-57-48-696275 2071 16526196 152 26.78 16230 27.34
2020-08-17 19-57-54-253275 2072 16531758 510 148.47 16238 27.34
2020-08-17 19-58-19-686164 2073 16557213 207 35.26 16255 27.45
2020-08-17 19-58-23-142293 2074 16560672 147 26.19 16262 27.34
2020-08-17 19-58-25-357870 2075 16562890 243 41.74 16269 27.13
2020-08-17 19-58-25-898364 2076 16563430 152 26.78 16275 27.34
2020-08-17 19-58-26-175548 2077 16563708 255 43.96 16281 27.34
2020-08-17 19-58-37-333340 2078 16574876 89 21.05 16288 27.13
2020-08-17 19-58-42-426343 2079 16579973 248 42.69 16295 27.45
2020-08-17 19-58-44-212788 2080 16581761 176 30.09 16301 27.45
2020-08-17 19-58-53-902355 2081 16591459 147 26.19 16310 27.34
2020-08-17 19-59-06-024725 2082 16603593 96 21.67 16316 27.34
2020-08-17 19-59-09-563613 2083 16607134 199 33.86 16323 27.34
2020-08-17 19-59-11-310012 2084 16608881 289 50.47 16330 27.13
2020-08-17 19-59-15-983944 2085 16613559 472 125.87 16337 27.34
2020-08-17 19-59-17-834272 2086 16615412 112 22.94 16343 27.13
2020-08-17 19-59-18-375339 2087 16615953 263 45.37 16350 27.34
2020-08-17 19-59-19-457344 2088 16617035 184 31.36 16356 26.91
2020-08-17 19-59-19-609923 2089 16617190 89 21.05 16362 27.13
2020-08-17 19-59-25-038875 2090 16622622 227 38.83 16368 27.34
2020-08-17 19-59-41-575381 2091 16639173 231 39.55 16377 27.34
2020-08-17 19-59-47-337502 2092 16644939 476 129.76 16384 27.34
2020-08-17 19-59-54-869335 2093 16652479 163 28.20 16392 27.13
2020-08-17 20-00-06-123616 2094 16663743 316 56.81 16407 27.34
2020-08-17 20-00-16-023953 2095 16673651 217 37.04 16419 27.34
2020-08-17 20-00-17-711290 2096 16675341 227 38.83 16426 27.34
2020-08-17 20-00-24-199547 2097 16681834 304 53.73 16432 27.34
2020-08-17 20-00-29-610288 2098 16687250 255 43.96 16441 27.34
2020-08-17 20-00-38-864272 2099 16696512 127 24.18 16447 27.45
2020-08-17 20-00-49-184217 2100 16706840 332 61.17 16457 27.34
2020-08-17 20-00-51-199465 2101 16708858 216 36.85 16463 27.24
2020-08-17 20-00-56-064308 2102 16713728 99 21.91 16472 27.34
2020-08-17 20-01-00-112291 2103 16717778 240 41.21 16479 27.34
2020-08-17 20-01-03-660774 2104 16721330 126 24.09 16486 27.34
2020-08-17 20-01-20-349342 2105 16738031 454 115.28 16494 27.45
2020-08-17 20-01-27-525229 2106 16745216 206 35.07 16502 27.24
2020-08-17 20-01-30-772314 2107 16748466 195 33.17 16508 26.91
2020-08-17 20-01-47-020312 2108 16764727 287 50.23 16517 27.13
2020-08-17 20-01-47-260188 2109 16764967 414 93.93 16523 27.13
2020-08-17 20-01-50-613305 2110 16768323 312 55.68 16530 27.45
2020-08-17 20-01-50-969310 2111 16768679 127 24.18 16536 27.34
2020-08-17 20-02-02-924495 2112 16780646 94 21.50 16544 27.13
2020-08-17 20-02-19-282303 2113 16797017 143 25.74 16554 27.45
2020-08-17 20-02-19-705273 2114 16797441 195 33.17 16560 27.24
2020-08-17 20-02-19-762259 2115 16797497 188 32.01 16566 27.45
2020-08-17 20-02-23-371309 2116 16801110 176 30.09 16574 27.34
2020-08-17 20-02-24-397394 2117 16802137 222 37.96 16581 27.34
2020-08-17 20-02-24-575301 2118 16802315 334 61.44 16587 27.13
2020-08-17 20-02-32-839262 2119 16810585 408 90.57 16595 27.34
2020-08-17 20-02-41-435391 2120 16819189 255 43.96 16605 27.34
2020-08-17 20-02-45-462297 2121 16823219 263 45.37 16612 27.34
2020-08-17 20-03-09-473314 2122 16847251 280 48.67 16628 27.45
2020-08-17 20-03-09-652310 2123 16847430 252 43.42 16634 27.13
2020-08-17 20-03-15-748272 2124 16853531 255 43.96 16642 27.34
2020-08-17 20-03-16-844311 2125 16854628 304 53.73 16648 27.13
2020-08-17 20-03-36-451322 2126 16874253 248 42.69 16659 27.34
2020-08-17 20-03-40-131462 2127 16877937 92 21.32 16666 27.34
2020-08-17 20-03-42-595355 2128 16880402 179 30.55 16672 27.13
2020-08-17 20-03-44-058367 2129 16881866 206 35.07 16678 27.13
2020-08-17 20-03-57-324464 2130 16895144 271 46.93 16690 27.34
2020-08-17 20-03-59-183365 2131 16897004 152 26.78 16697 27.34
2020-08-17 20-04-00-304357 2132 16898125 483 132.60 16703 27.34
2020-08-17 20-04-05-781590 2133 16903608 224 38.29 16711 27.34
2020-08-17 20-04-19-681336 2134 16917520 248 42.69 16722 27.34
2020-08-17 20-04-22-069377 2135 16919911 112 22.94 16728 27.24
2020-08-17 20-04-31-483304 2136 16929333 63 17.91 16737 27.34
2020-08-17 20-04-38-797162 2137 16936651 455 117.03 16745 27.34
2020-08-17 20-04-41-755365 2138 16939613 236 40.44 16752 27.13
2020-08-17 20-04-44-786365 2139 16942647 216 36.85 16759 27.34
2020-08-17 20-05-07-353340 2140 16965232 504 143.61 16768 27.13
2020-08-17 20-05-15-442959 2141 16973330 199 33.86 16777 27.34
2020-08-17 20-05-37-909357 2142 16995816 179 30.55 16792 27.24
2020-08-17 20-05-38-672237 2143 16996580 192 32.67 16799 27.34
2020-08-17 20-06-33-497504 2144 17051453 396 85.28 16830 27.13
2020-08-17 20-06-36-247633 2145 17054205 220 37.58 16837 27.34
2020-08-17 20-06-39-676499 2146 17057636 358 69.10 16847 27.24
2020-08-17 20-06-45-118557 2147 17063083 231 39.55 16853 27.34
2020-08-17 20-06-46-469451 2148 17064435 184 31.36 16859 26.91
2020-08-17 20-06-46-527296 2149 17064494 318 57.28 16865 27.34
2020-08-17 20-06-54-935498 2150 17072909 396 85.28 16874 27.13
2020-08-17 20-07-15-243341 2151 17093234 195 33.17 16885 27.13
2020-08-17 20-07-17-378377 2152 17095371 286 49.78 16891 27.34
2020-08-17 20-07-22-947392 2153 17100944 560 175.34 16897 27.24
2020-08-17 20-07-51-564349 2154 17129586 319 57.64 16906 27.34
2020-08-17 20-08-03-482140 2155 17141515 312 55.68 16918 27.34
2020-08-17 20-08-08-225359 2156 17146262 230 39.39 16925 27.34
2020-08-17 20-08-09-210295 2157 17147248 179 30.55 16931 27.13
2020-08-17 20-08-51-417295 2158 17189491 300 52.79 16948 27.34
2020-08-17 20-08-55-340631 2159 17193416 526 158.17 16956 27.34
2020-08-17 20-09-03-968248 2160 17202054 344 64.67 16964 26.91
2020-08-17 20-09-34-912427 2161 17233025 273 47.25 16979 27.34
2020-08-17 20-09-35-864159 2162 17233977 192 32.67 16985 27.13
2020-08-17 20-09-37-889604 2163 17235977 177 30.25 16991 27.34
2020-08-17 20-09-37-901591 2164 17235985 184 31.36 16997 27.34
2020-08-17 20-09-50-816427 2165 17248942 259 44.69 17006 27.34
2020-08-17 20-09-53-333416 2166 17251462 263 45.37 17012 26.91
2020-08-17 20-10-04-347429 2167 17262485 195 33.17 17023 27.45
2020-08-17 20-10-24-046561 2168 17282200 582 193.83 17032 27.34
2020-08-17 20-10-46-697522 2169 17304871 233 39.92 17043 27.24
2020-08-17 20-10-49-438395 2170 17307615 300 52.79 17050 26.91
2020-08-17 20-10-58-532326 2171 17316716 295 51.75 17060 27.34
2020-08-17 20-11-09-837412 2172 17328031 359 69.86 17071 27.13
2020-08-17 20-11-21-026462 2173 17339231 124 23.92 17080 27.13
2020-08-17 20-11-22-522462 2174 17340728 176 30.09 17086 27.34
2020-08-17 20-11-26-489408 2175 17344698 316 56.81 17092 27.34
2020-08-17 20-11-26-904586 2176 17345114 161 27.93 17098 27.34
2020-08-17 20-11-33-093460 2177 17351308 369 73.42 17106 27.45
2020-08-17 20-11-42-029471 2178 17360251 316 56.81 17115 27.45
2020-08-17 20-11-42-445472 2179 17360667 275 47.73 17121 27.34
2020-08-17 20-11-45-481412 2180 17363706 231 39.55 17128 27.13
2020-08-17 20-11-46-073393 2181 17364299 399 87.30 17134 27.13
2020-08-17 20-12-07-732413 2182 17385977 287 50.23 17147 27.34
2020-08-17 20-12-13-151703 2183 17391399 480 130.21 17157 27.13
2020-08-17 20-12-19-026428 2184 17397280 243 41.74 17165 27.24
2020-08-17 20-12-23-343415 2185 17401602 259 44.69 17172 27.34
2020-08-17 20-12-33-128368 2186 17411395 174 29.79 17181 26.91
2020-08-17 20-12-40-705815 2187 17418978 115 23.18 17192 26.91
2020-08-17 20-13-16-558330 2188 17454862 140 25.42 17207 27.34
2020-08-17 20-13-25-560599 2189 17463872 391 82.35 17215 27.45
2020-08-17 20-13-25-621604 2190 17463933 211 35.96 17221 27.34
2020-08-17 20-13-26-095583 2191 17464408 271 46.93 17227 27.34
2020-08-17 20-13-28-537847 2192 17466852 163 28.20 17233 27.45
2020-08-17 20-13-33-556292 2193 17471875 167 28.76 17240 27.34
2020-08-17 20-13-35-618346 2194 17473939 152 26.78 17246 27.34
2020-08-17 20-13-38-113626 2195 17476435 232 39.76 17252 27.34
2020-08-17 20-14-02-902977 2196 17501247 192 32.67 17265 27.34
2020-08-17 20-14-04-849645 2197 17503196 425 99.48 17271 27.34
2020-08-17 20-14-08-673581 2198 17507022 243 41.74 17277 27.34
2020-08-17 20-14-14-835655 2199 17513190 399 87.30 17283 27.34
2020-08-17 20-14-35-736024 2200 17534107 467 121.56 17296 27.34
2020-08-17 20-14-56-266594 2201 17554657 240 41.21 17308 27.24
2020-08-17 20-14-58-985815 2202 17557379 204 34.73 17314 26.91
2020-08-17 20-15-29-742245 2203 17588161 355 68.30 17329 27.24
2020-08-17 20-15-41-934852 2204 17600365 419 97.20 17337 27.24
2020-08-17 20-15-48-720905 2205 17607156 284 49.41 17344 27.34
2020-08-17 20-15-57-069575 2206 17615513 396 85.28 17353 26.91
2020-08-17 20-16-00-920625 2207 17619366 204 34.73 17359 27.34
2020-08-17 20-16-07-639584 2208 17626092 248 42.69 17367 27.34
2020-08-17 20-16-15-319767 2209 17633779 192 32.67 17375 27.13
2020-08-17 20-16-22-591605 2210 17641057 177 30.25 17383 27.34
2020-08-17 20-16-28-540236 2211 17647010 231 39.55 17390 27.34
2020-08-17 20-16-42-147595 2212 17660630 158 27.53 17401 27.24
2020-08-17 20-16-51-670542 2213 17670161 120 23.58 17410 27.34
2020-08-17 20-16-56-199100 2214 17674693 248 42.69 17416 27.45
2020-08-17 20-17-08-923576 2215 17687430 224 38.29 17426 27.24
2020-08-17 20-17-22-181547 2216 17700699 167 28.76 17439 27.24
2020-08-17 20-17-29-547611 2217 17708070 224 38.29 17446 27.24
2020-08-17 20-17-31-510898 2218 17710036 199 33.86 17452 27.45
2020-08-17 20-17-52-255450 2219 17730799 176 30.09 17469 27.34
2020-08-17 20-18-02-552768 2220 17741105 143 25.74 17479 27.13
2020-08-17 20-18-02-599661 2221 17741152 184 31.36 17485 27.24
2020-08-17 20-18-21-706662 2222 17760275 207 35.26 17499 27.34
2020-08-17 20-18-27-033033 2223 17765606 163 28.20 17507 27.34
2020-08-17 20-18-47-569683 2224 17786160 419 97.20 17517 27.24
2020-08-17 20-18-56-375084 2225 17794973 271 46.93 17524 27.34
2020-08-17 20-19-12-416687 2226 17811028 163 28.20 17534 27.34
2020-08-17 20-19-13-668701 2227 17812282 399 87.30 17540 27.24
2020-08-17 20-19-15-278249 2228 17813893 204 34.73 17547 27.24
2020-08-17 20-19-41-952692 2229 17840590 222 37.96 17559 27.13
2020-08-17 20-19-46-388263 2230 17845029 280 48.67 17566 27.13
2020-08-17 20-19-57-633353 2231 17856286 62 17.75 17575 27.34
2020-08-17 20-19-58-163947 2232 17856816 115 23.18 17581 27.34
2020-08-17 20-20-00-673099 2233 17859328 286 49.78 17588 27.13
2020-08-17 20-20-03-845928 2234 17862502 457 118.95 17595 27.34
2020-08-17 20-20-04-111670 2235 17862768 204 34.73 17601 27.45
2020-08-17 20-20-10-827704 2236 17869491 156 27.28 17610 27.13
2020-08-17 20-20-17-900835 2237 17876571 304 53.73 17618 27.13
2020-08-17 20-20-23-865810 2238 17882541 176 30.09 17625 27.34
2020-08-17 20-20-36-367706 2239 17895054 83 20.46 17632 27.13
2020-08-17 20-20-41-114747 2240 17899804 284 49.41 17639 26.91
2020-08-17 20-20-48-433375 2241 17907129 227 38.83 17647 27.13
2020-08-17 20-20-49-192815 2242 17907889 227 38.83 17654 26.91
2020-08-17 20-20-55-218701 2243 17913920 255 43.96 17663 27.13
2020-08-17 20-20-58-286687 2244 17916991 240 41.21 17669 27.24
2020-08-17 20-21-04-752583 2245 17923463 206 35.07 17675 27.13
2020-08-17 20-21-19-576682 2246 17938299 220 37.58 17686 27.34
2020-08-17 20-21-22-544825 2247 17941268 487 132.65 17692 27.34
2020-08-17 20-21-30-356833 2248 17949089 188 32.01 17701 27.34
2020-08-17 20-21-38-001298 2249 17956740 246 42.30 17711 27.34
2020-08-17 20-21-46-019068 2250 17964765 177 30.25 17718 27.34
2020-08-17 20-21-55-909288 2251 17974664 193 32.84 17725 27.34
2020-08-17 20-21-58-706066 2252 17977462 158 27.53 17732 27.45
2020-08-17 20-22-03-023715 2253 17981784 224 38.29 17739 27.45
2020-08-17 20-22-03-852467 2254 17982613 398 85.63 17745 27.13
2020-08-17 20-22-23-843600 2255 18002622 120 23.58 17760 27.34
2020-08-17 20-22-26-215315 2256 18004996 126 24.09 17766 27.34
2020-08-17 20-22-36-813707 2257 18015604 92 21.32 17773 27.34
2020-08-17 20-22-37-579632 2258 18016370 120 23.58 17779 27.34
2020-08-17 20-22-42-428683 2259 18021223 65 18.22 17788 27.34
2020-08-17 20-22-49-798714 2260 18028600 231 39.55 17796 26.91
2020-08-17 20-22-59-109537 2261 18037918 211 35.96 17805 27.34
2020-08-17 20-23-02-960781 2262 18041773 462 120.87 17812 27.45
2020-08-17 20-23-20-342438 2263 18059169 127 24.18 17824 27.34
2020-08-17 20-24-15-281741 2264 18114157 243 41.74 17843 27.45
2020-08-17 20-24-17-984769 2265 18116862 147 26.19 17850 27.34
2020-08-17 20-24-38-430995 2266 18137326 220 37.58 17867 27.34
2020-08-17 20-24-44-948693 2267 18143849 225 38.48 17876 27.45
2020-08-17 20-24-55-195599 2268 18154105 240 41.21 17886 27.34
2020-08-17 20-24-57-780893 2269 18156692 220 37.58 17892 27.24
2020-08-17 20-25-12-157417 2270 18171082 63 17.91 17904 27.34
2020-08-17 20-25-12-533522 2271 18171458 319 57.64 17910 27.34
2020-08-17 20-25-30-031765 2272 18188971 176 30.09 17917 27.34
2020-08-17 20-25-46-486227 2273 18205441 195 33.17 17925 27.45
2020-08-17 20-25-47-834681 2274 18206789 344 64.67 17932 27.45
2020-08-17 20-25-56-603050 2275 18215565 291 50.97 17942 27.13
2020-08-17 20-26-12-238123 2276 18231215 408 90.57 17952 27.34
2020-08-17 20-26-19-342076 2277 18238324 231 39.55 17959 27.02
2020-08-17 20-26-25-389729 2278 18244376 307 54.48 17966 27.34
2020-08-17 20-26-45-032826 2279 18264038 352 66.89 17974 27.13
2020-08-17 20-26-47-778297 2280 18266785 176 30.09 17980 27.45
2020-08-17 20-26-50-906596 2281 18269916 222 37.96 17986 27.13
2020-08-17 20-27-16-877672 2282 18295909 231 39.55 17997 27.45
2020-08-17 20-27-23-989009 2283 18303027 137 25.12 18004 27.34
2020-08-17 20-27-36-781693 2284 18315832 192 32.67 18012 27.13
2020-08-17 20-27-40-468913 2285 18319521 238 40.82 18020 27.24
2020-08-17 20-27-54-665694 2286 18333730 199 33.86 18027 27.34
2020-08-17 20-27-57-033656 2287 18336100 135 24.92 18034 27.34
2020-08-17 20-28-04-793698 2288 18343868 271 46.93 18041 27.13
2020-08-17 20-28-09-983871 2289 18349062 184 31.36 18048 27.34
2020-08-17 20-28-13-904699 2290 18352987 179 30.55 18054 27.13
2020-08-17 20-28-17-907305 2291 18356993 163 28.20 18061 27.13
2020-08-17 20-28-21-186223 2292 18360274 240 41.21 18067 27.34
2020-08-17 20-28-23-499133 2293 18362589 163 28.20 18073 27.45
2020-08-17 20-28-28-371781 2294 18367465 255 43.96 18080 27.45
2020-08-17 20-28-30-822948 2295 18369918 252 43.42 18089 27.34
2020-08-17 20-28-35-224833 2296 18374325 188 32.01 18096 27.24
2020-08-17 20-28-35-848165 2297 18374948 209 35.61 18102 27.34
2020-08-17 20-28-47-602782 2298 18386713 419 97.20 18111 27.24
2020-08-17 20-28-58-349872 2299 18397471 56 16.76 18119 27.34
2020-08-17 20-29-05-968445 2300 18405095 195 33.17 18126 27.13
2020-08-17 20-29-08-304775 2301 18407434 238 40.82 18132 27.13
2020-08-17 20-29-28-849755 2302 18427996 359 69.86 18150 27.34
2020-08-17 20-29-28-957831 2303 18428104 188 32.01 18156 27.13
2020-08-17 20-29-31-328863 2304 18430477 184 31.36 18163 27.13
2020-08-17 20-29-50-481734 2305 18449648 56 16.76 18174 27.34
2020-08-17 20-29-55-298785 2306 18454468 159 27.66 18183 27.24
2020-08-17 20-30-03-453618 2307 18462629 263 45.37 18190 27.34
2020-08-17 20-30-13-085755 2308 18472270 220 37.58 18198 27.13
2020-08-17 20-30-17-191639 2309 18476380 198 33.69 18206 27.34
2020-08-17 20-30-34-537717 2310 18493741 131 24.54 18219 27.13
2020-08-17 20-31-02-101715 2311 18521329 236 40.44 18230 27.13
2020-08-17 20-31-07-177779 2312 18526410 300 52.79 18240 26.91
2020-08-17 20-31-07-667050 2313 18526899 131 24.54 18246 27.34
2020-08-17 20-31-14-210277 2314 18533448 236 40.44 18255 27.34
2020-08-17 20-31-14-266306 2315 18533506 92 21.32 18261 27.34
2020-08-17 20-31-25-181707 2316 18544430 318 57.28 18267 27.13
2020-08-17 20-31-27-552797 2317 18546801 240 41.21 18274 27.34
2020-08-17 20-31-31-177837 2318 18550430 220 37.58 18281 27.34
2020-08-17 20-31-35-017827 2319 18554273 240 41.21 18289 27.24
2020-08-17 20-31-37-068868 2320 18556326 199 33.86 18297 27.34
2020-08-17 20-31-40-391788 2321 18559652 209 35.61 18303 27.13
2020-08-17 20-31-47-006821 2322 18566274 195 33.17 18313 27.45
2020-08-17 20-31-48-839735 2323 18568108 227 38.83 18319 27.34
2020-08-17 20-31-51-926697 2324 18571196 455 117.03 18326 27.34
2020-08-17 20-32-09-942623 2325 18589229 214 36.49 18337 27.45
2020-08-17 20-32-18-558787 2326 18597852 152 26.78 18346 27.24
2020-08-17 20-32-22-790994 2327 18602088 344 64.67 18352 27.24
2020-08-17 20-32-27-167854 2328 18606469 216 36.85 18358 27.34
2020-08-17 20-32-34-980819 2329 18614288 240 41.21 18365 27.24
2020-08-17 20-32-36-028779 2330 18615337 121 23.66 18373 27.45
2020-08-17 20-32-38-815814 2331 18618127 152 26.78 18379 27.34
2020-08-17 20-32-52-971067 2332 18632295 206 35.07 18387 27.34
2020-08-17 20-32-55-107309 2333 18634432 192 32.67 18394 27.45
2020-08-17 20-32-55-576307 2334 18634901 113 23.02 18400 27.34
2020-08-17 20-32-58-337781 2335 18637667 63 17.91 18406 27.24
2020-08-17 20-33-01-044798 2336 18640374 220 37.58 18412 27.24
2020-08-17 20-33-20-349164 2337 18659696 135 24.92 18423 27.13
2020-08-17 20-33-39-230547 2338 18678594 192 32.67 18433 27.45
2020-08-17 20-33-55-483840 2339 18694861 222 37.96 18445 27.34
2020-08-17 20-34-13-276884 2340 18712670 254 43.77 18455 27.34
2020-08-17 20-34-18-175104 2341 18717572 511 149.39 18461 27.34
2020-08-17 20-34-19-653862 2342 18719052 184 31.36 18468 27.34
2020-08-17 20-34-42-969073 2343 18742387 166 28.62 18480 26.91
2020-08-17 20-35-06-896317 2344 18766336 376 76.43 18495 27.34
2020-08-17 20-35-21-491897 2345 18780944 344 64.67 18507 26.91
2020-08-17 20-35-22-135736 2346 18781587 463 119.23 18514 27.34
