Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C]
Current time: 2020-08-17_15-22-39-315009
2020-08-17 17-34-23-367072 940 7913404 184 31.36 7184 27.45
2020-08-17 17-34-23-577490 941 7913617 300 52.79 7189 27.34
2020-08-17 17-34-26-207146 942 7916248 224 38.29 7195 27.34
2020-08-17 17-34-37-898787 943 7927950 487 132.65 7206 27.34
2020-08-17 17-34-41-014336 944 7931069 419 97.20 7213 27.13
2020-08-17 17-34-41-606781 945 7931662 156 27.28 7219 27.34
2020-08-17 17-34-50-114864 946 7940175 192 32.67 7225 27.45
2020-08-17 17-34-51-017770 947 7941082 140 25.42 7232 27.13
2020-08-17 17-35-08-206265 948 7958284 227 38.83 7246 27.34
2020-08-17 17-35-10-651240 949 7960726 224 38.29 7253 26.91
2020-08-17 17-35-25-343243 950 7975436 163 28.20 7261 27.13
2020-08-17 17-35-31-684580 951 7981780 163 28.20 7269 27.34
2020-08-17 17-36-04-701120 952 8014828 334 61.44 7285 27.13
2020-08-17 17-36-11-154282 953 8021283 211 35.96 7292 27.34
2020-08-17 17-36-17-324659 954 8027463 184 31.36 7297 27.13
2020-08-17 17-36-34-858322 955 8045010 188 32.01 7304 27.13
2020-08-17 17-36-45-512210 956 8055674 120 23.58 7313 26.91
2020-08-17 17-36-52-110296 957 8062278 120 23.58 7319 26.91
2020-08-17 17-37-07-932998 958 8078112 275 47.73 7330 27.13
2020-08-17 17-37-16-304292 959 8086494 337 62.30 7337 27.34
2020-08-17 17-37-24-649572 960 8094841 280 48.67 7346 27.13
2020-08-17 17-37-29-206096 961 8099406 240 41.21 7357 27.13
2020-08-17 17-37-31-862923 962 8102060 115 23.18 7364 27.13
2020-08-17 17-37-32-042244 963 8102244 302 53.30 7370 27.13
2020-08-17 17-37-37-783900 964 8107991 92 21.32 7376 27.45
2020-08-17 17-37-43-996300 965 8114210 376 76.43 7382 27.13
2020-08-17 17-37-46-815899 966 8117031 391 82.35 7388 26.91
2020-08-17 17-37-48-637932 967 8118856 56 16.76 7395 27.13
2020-08-17 17-38-03-195896 968 8133426 195 33.17 7405 27.34
2020-08-17 17-38-04-652396 969 8134879 243 41.74 7411 26.91
2020-08-17 17-38-07-592668 970 8137826 284 49.41 7418 27.45
2020-08-17 17-38-15-885289 971 8146126 174 29.79 7426 26.91
2020-08-17 17-38-23-178960 972 8153425 255 43.96 7435 27.45
2020-08-17 17-38-29-051564 973 8159304 188 32.01 7441 27.34
2020-08-17 17-38-42-870739 974 8173135 206 35.07 7446 27.24
2020-08-17 17-39-01-467769 975 8191744 199 33.86 7457 27.34
2020-08-17 17-39-04-168995 976 8194447 159 27.66 7462 27.13
2020-08-17 17-39-07-612965 977 8197896 238 40.82 7467 27.34
2020-08-17 17-39-21-736679 978 8212030 153 26.90 7476 26.91
2020-08-17 17-39-35-558062 979 8225868 127 24.18 7486 27.13
2020-08-17 17-39-36-689261 980 8227001 255 43.96 7492 26.91
2020-08-17 17-39-56-765575 981 8247094 65 18.22 7503 26.81
2020-08-17 17-39-57-294588 982 8247621 163 28.20 7509 27.13
2020-08-17 17-40-01-846867 983 8252179 177 30.25 7517 27.13
2020-08-17 17-40-05-469932 984 8255801 355 68.30 7522 27.13
2020-08-17 17-40-06-963769 985 8257301 192 32.67 7527 27.13
2020-08-17 17-40-19-565020 986 8269907 120 23.58 7533 27.34
2020-08-17 17-40-33-545472 987 8283907 195 33.17 7542 27.13
2020-08-17 17-40-39-805967 988 8290171 231 39.55 7548 27.34
2020-08-17 17-40-43-990500 989 8294361 224 38.29 7554 27.13
2020-08-17 17-40-49-650245 990 8300021 231 39.55 7560 27.13
2020-08-17 17-40-50-635773 991 8301011 255 43.96 7568 27.45
2020-08-17 17-40-54-473513 992 8304851 263 45.37 7575 27.24
2020-08-17 17-40-58-163597 993 8308545 195 33.17 7582 26.91
2020-08-17 17-40-59-951107 994 8310334 353 67.64 7588 27.13
2020-08-17 17-41-00-105774 995 8310489 152 26.78 7593 27.34
2020-08-17 17-41-08-876328 996 8319267 214 36.49 7601 26.91
2020-08-17 17-41-33-729849 997 8344142 192 32.67 7610 27.24
2020-08-17 17-41-36-590817 998 8347005 224 38.29 7618 27.24
2020-08-17 17-41-37-756888 999 8348171 199 33.86 7624 27.24
2020-08-17 17-41-38-402536 1000 8348817 263 45.37 7630 27.34
2020-08-17 17-41-41-923702 1001 8352340 216 36.85 7636 27.34
2020-08-17 17-42-06-517481 1002 8376957 99 21.91 7649 27.45
2020-08-17 17-42-21-255790 1003 8391708 304 53.73 7661 27.34
2020-08-17 17-42-22-141375 1004 8392595 287 50.23 7667 27.45
2020-08-17 17-42-22-268064 1005 8392722 243 41.74 7673 27.34
2020-08-17 17-42-31-614689 1006 8402075 185 31.51 7682 27.34
2020-08-17 17-42-33-859531 1007 8404324 216 36.85 7690 27.34
2020-08-17 17-42-51-592202 1008 8422071 255 43.96 7701 27.13
2020-08-17 17-42-53-951367 1009 8424432 204 34.73 7707 27.34
2020-08-17 17-43-00-368671 1010 8430856 167 28.76 7717 27.13
2020-08-17 17-43-18-678998 1011 8449179 286 49.78 7729 26.91
2020-08-17 17-43-20-850367 1012 8451354 176 30.09 7735 27.45
2020-08-17 17-43-32-704949 1013 8463219 268 46.26 7742 27.45
2020-08-17 17-43-41-724639 1014 8472247 243 41.74 7750 27.13
2020-08-17 17-43-46-627525 1015 8477154 179 30.55 7758 27.34
2020-08-17 17-43-48-067907 1016 8478596 188 32.01 7763 27.34
2020-08-17 17-43-48-420396 1017 8478945 275 47.73 7768 27.34
2020-08-17 17-43-55-006039 1018 8485540 263 45.37 7774 27.34
2020-08-17 17-44-04-380711 1019 8494922 230 39.39 7784 27.34
2020-08-17 17-44-12-705608 1020 8503255 156 27.28 7791 27.13
2020-08-17 17-44-15-879044 1021 8506431 206 35.07 7797 27.34
2020-08-17 17-44-18-222301 1022 8508776 112 22.94 7802 27.24
2020-08-17 17-44-19-279891 1023 8509833 504 143.61 7808 27.34
2020-08-17 17-44-41-110859 1024 8531685 248 42.69 7818 27.13
2020-08-17 17-44-41-726746 1025 8532300 103 22.23 7824 27.13
2020-08-17 17-44-42-473221 1026 8533048 172 29.49 7829 27.34
2020-08-17 17-44-52-942537 1027 8543522 371 73.82 7838 27.34
2020-08-17 17-44-55-526528 1028 8546112 556 174.47 7844 26.91
2020-08-17 17-44-57-983256 1029 8548568 319 57.64 7852 27.34
2020-08-17 17-45-11-103752 1030 8561702 275 47.73 7863 27.24
2020-08-17 17-45-28-627646 1031 8579243 158 27.53 7873 27.34
2020-08-17 17-45-32-567920 1032 8583182 255 43.96 7882 27.13
2020-08-17 17-45-36-773256 1033 8587396 192 32.67 7888 27.24
2020-08-17 17-45-50-218653 1034 8600853 112 22.94 7899 27.13
2020-08-17 17-45-52-946413 1035 8603583 159 27.66 7907 27.45
2020-08-17 17-45-58-028149 1036 8608668 240 41.21 7918 27.34
2020-08-17 17-46-08-727447 1037 8619373 255 43.96 7925 27.13
2020-08-17 17-46-09-773225 1038 8620420 280 48.67 7932 27.34
2020-08-17 17-46-13-398691 1039 8624052 287 50.23 7939 27.34
2020-08-17 17-46-19-484313 1040 8630144 192 32.67 7948 27.34
2020-08-17 17-46-34-564036 1041 8645234 207 35.26 7955 27.34
2020-08-17 17-46-35-261134 1042 8645935 211 35.96 7961 27.34
2020-08-17 17-46-50-280858 1043 8660962 271 46.93 7968 27.34
2020-08-17 17-47-02-435946 1044 8673132 291 50.97 7977 27.34
2020-08-17 17-47-08-582771 1045 8679284 158 27.53 7985 27.34
2020-08-17 17-47-18-430826 1046 8689141 112 22.94 7993 27.34
2020-08-17 17-47-34-383832 1047 8705108 255 43.96 8007 27.34
2020-08-17 17-47-39-040762 1048 8709769 161 27.93 8016 27.34
2020-08-17 17-47-42-246711 1049 8712977 176 30.09 8023 27.34
2020-08-17 17-48-18-210589 1050 8748973 403 88.99 8040 27.34
2020-08-17 17-48-27-074425 1051 8757842 476 129.76 8047 27.34
2020-08-17 17-48-27-122312 1052 8757892 224 38.29 8053 27.34
2020-08-17 17-48-27-429443 1053 8758195 480 130.21 8059 27.34
2020-08-17 17-48-46-731762 1054 8777519 352 66.89 8071 27.34
2020-08-17 17-48-52-256646 1055 8783043 300 52.79 8078 27.34
2020-08-17 17-48-54-408667 1056 8785202 263 45.37 8084 27.34
2020-08-17 17-49-01-627353 1057 8792425 451 113.08 8091 27.34
2020-08-17 17-49-30-315722 1058 8821138 71 19.06 8107 27.45
2020-08-17 17-49-32-621891 1059 8823448 193 32.84 8113 26.91
2020-08-17 17-49-43-263415 1060 8834096 195 33.17 8123 27.34
2020-08-17 17-49-45-105635 1061 8835944 188 32.01 8128 27.34
2020-08-17 17-49-57-024575 1062 8847873 179 30.55 8136 27.24
2020-08-17 17-50-00-978630 1063 8851829 143 25.74 8142 27.13
2020-08-17 17-50-04-776275 1064 8855630 158 27.53 8149 27.34
2020-08-17 17-50-17-710984 1065 8868576 371 73.82 8162 27.34
2020-08-17 17-50-21-426880 1066 8872294 204 34.73 8168 27.34
2020-08-17 17-50-24-338343 1067 8875210 206 35.07 8175 27.13
2020-08-17 17-50-43-930433 1068 8894818 527 155.96 8189 27.13
2020-08-17 17-50-49-648627 1069 8900542 224 38.29 8197 27.34
2020-08-17 17-50-50-520247 1070 8901410 192 32.67 8204 27.24
2020-08-17 17-50-56-022031 1071 8906920 184 31.36 8216 27.13
2020-08-17 17-51-18-535432 1072 8929455 65 18.22 8229 27.34
2020-08-17 17-51-21-558784 1073 8932476 207 35.26 8237 27.34
2020-08-17 17-51-33-929666 1074 8944862 188 32.01 8245 27.34
2020-08-17 17-51-36-739550 1075 8947671 204 34.73 8251 27.34
2020-08-17 17-51-44-206370 1076 8955145 184 31.36 8261 27.34
2020-08-17 17-52-02-885776 1077 8973843 248 42.69 8272 27.13
2020-08-17 17-52-11-251450 1078 8982215 227 38.83 8283 27.34
2020-08-17 17-52-14-584424 1079 8985549 199 33.86 8289 27.45
2020-08-17 17-52-17-352732 1080 8988321 176 30.09 8295 27.34
2020-08-17 17-52-30-165058 1081 9001145 224 38.29 8305 27.24
2020-08-17 17-52-31-326526 1082 9002304 696 307.73 8311 27.34
2020-08-17 17-52-35-179921 1083 9006162 120 23.58 8319 27.34
2020-08-17 17-52-42-213805 1084 9013204 199 33.86 8329 27.34
2020-08-17 17-53-11-099406 1085 9042115 246 42.30 8347 27.13
2020-08-17 17-53-11-654835 1086 9042671 211 35.96 8353 27.13
2020-08-17 17-53-20-765026 1087 9051789 124 23.92 8360 27.34
2020-08-17 17-53-23-155866 1088 9054181 312 55.68 8367 27.24
2020-08-17 17-53-25-464125 1089 9056493 291 50.97 8374 27.34
2020-08-17 17-53-30-862267 1090 9061896 176 30.09 8381 27.34
2020-08-17 17-53-40-753018 1091 9071795 192 32.67 8390 27.34
2020-08-17 17-53-41-208457 1092 9072250 174 29.79 8396 27.34
2020-08-17 17-53-42-525183 1093 9073568 240 41.21 8402 27.34
2020-08-17 17-53-46-992577 1094 9078039 209 35.61 8409 27.34
2020-08-17 17-54-09-975794 1095 9101042 176 30.09 8419 27.24
2020-08-17 17-54-10-827342 1096 9101895 231 39.55 8425 27.13
2020-08-17 17-54-17-595855 1097 9108668 444 109.09 8433 27.13
2020-08-17 17-54-17-825473 1098 9108895 105 22.39 8438 27.34
2020-08-17 17-54-23-062119 1099 9114137 316 56.81 8444 27.34
2020-08-17 17-54-27-610549 1100 9118693 231 39.55 8452 27.34
2020-08-17 17-54-30-061885 1101 9121146 207 35.26 8458 26.91
2020-08-17 17-54-31-753843 1102 9122839 176 30.09 8463 27.34
2020-08-17 17-54-35-530836 1103 9126620 172 29.49 8469 27.13
2020-08-17 17-54-49-290870 1104 9140391 399 87.30 8482 27.34
2020-08-17 17-54-50-173870 1105 9141276 147 26.19 8488 27.34
2020-08-17 17-55-00-695793 1106 9151807 184 31.36 8500 27.34
2020-08-17 17-55-08-569295 1107 9159687 327 59.28 8507 27.34
2020-08-17 17-55-12-153258 1108 9163274 163 28.20 8513 27.13
2020-08-17 17-55-12-885313 1109 9164006 163 28.20 8519 27.34
2020-08-17 17-55-19-566803 1110 9170694 415 95.00 8528 27.34
2020-08-17 17-55-28-039597 1111 9179146 63 17.91 8535 27.34
2020-08-17 17-55-28-045583 1112 9179179 143 25.74 8541 27.13
2020-08-17 17-55-49-256856 1113 9200409 248 42.69 8554 27.45
2020-08-17 17-55-58-057003 1114 9209217 174 29.79 8560 27.45
2020-08-17 17-56-01-939096 1115 9213104 206 35.07 8567 27.24
2020-08-17 17-56-14-524396 1116 9225696 211 35.96 8575 27.34
2020-08-17 17-56-25-224857 1117 9236409 236 40.44 8582 26.91
2020-08-17 17-56-30-167495 1118 9241356 143 25.74 8590 26.91
2020-08-17 17-56-40-396652 1119 9251595 380 78.12 8600 27.34
2020-08-17 17-56-42-326774 1120 9253523 193 32.84 8605 27.45
2020-08-17 17-56-43-114791 1121 9254315 192 32.67 8611 27.45
2020-08-17 17-56-55-071165 1122 9266282 145 25.96 8620 27.34
2020-08-17 17-56-58-355282 1123 9269569 385 80.11 8626 27.13
2020-08-17 17-57-02-793277 1124 9274010 344 64.67 8632 27.34
2020-08-17 17-57-07-807579 1125 9279028 287 50.23 8638 27.13
2020-08-17 17-57-21-582245 1126 9292815 231 39.55 8646 27.34
2020-08-17 17-57-39-428453 1127 9310678 368 72.93 8658 27.34
2020-08-17 17-57-42-182372 1128 9313433 348 65.64 8665 27.13
2020-08-17 17-57-45-398340 1129 9316652 238 40.82 8670 27.13
2020-08-17 17-58-03-104286 1130 9334373 240 41.21 8681 27.34
2020-08-17 17-58-11-339159 1131 9342616 79 20.03 8689 26.91
2020-08-17 17-58-12-227016 1132 9343505 391 82.35 8696 27.34
2020-08-17 17-58-13-931801 1133 9345211 391 82.35 8701 27.34
2020-08-17 17-58-16-712823 1134 9347993 467 121.56 8706 27.13
2020-08-17 17-58-38-766825 1135 9370066 182 31.03 8718 27.24
2020-08-17 17-58-42-228264 1136 9373532 185 31.51 8727 26.70
2020-08-17 17-58-44-066233 1137 9375370 371 73.82 8733 27.34
2020-08-17 17-58-47-271028 1138 9378577 486 135.98 8738 27.24
2020-08-17 17-58-53-854808 1139 9385168 286 49.78 8749 27.13
2020-08-17 17-58-56-712642 1140 9388027 184 31.36 8755 27.34
2020-08-17 17-59-05-717310 1141 9397040 280 48.67 8762 27.34
2020-08-17 17-59-08-196325 1142 9399517 78 19.92 8768 27.34
2020-08-17 17-59-12-220918 1143 9403549 163 28.20 8776 27.34
2020-08-17 17-59-14-413587 1144 9405745 224 38.29 8784 27.13
2020-08-17 17-59-27-189806 1145 9418533 66 18.36 8792 27.34
2020-08-17 17-59-51-772618 1146 9443136 158 27.53 8807 27.13
2020-08-17 18-00-13-934817 1147 9465317 295 51.75 8815 27.13
2020-08-17 18-00-13-991729 1148 9465374 163 28.20 8821 27.13
2020-08-17 18-00-14-694759 1149 9466077 432 101.61 8827 27.24
2020-08-17 18-00-14-734653 1150 9466117 224 38.29 8833 27.34
2020-08-17 18-00-20-572102 1151 9471961 135 24.92 8842 27.34
2020-08-17 18-00-25-408908 1152 9476801 323 58.48 8851 27.34
2020-08-17 18-00-36-178667 1153 9487580 231 39.55 8859 27.13
2020-08-17 18-00-51-277299 1154 9502692 179 30.55 8870 27.13
2020-08-17 18-01-01-277303 1155 9512700 167 28.76 8878 27.34
2020-08-17 18-01-05-894617 1156 9517322 352 66.89 8888 27.13
2020-08-17 18-01-12-236349 1157 9523671 206 35.07 8896 27.34
2020-08-17 18-01-19-138813 1158 9530577 62 17.75 8904 27.13
2020-08-17 18-01-30-738167 1159 9542187 194 33.00 8914 27.34
2020-08-17 18-01-33-319002 1160 9544770 216 36.85 8919 27.24
2020-08-17 18-01-53-764164 1161 9565234 167 28.76 8931 26.91
2020-08-17 18-02-11-601851 1162 9583086 120 23.58 8940 26.91
2020-08-17 18-02-19-591367 1163 9591083 312 55.68 8946 27.34
2020-08-17 18-02-25-364093 1164 9596860 177 30.25 8954 26.91
2020-08-17 18-02-39-887077 1165 9611397 318 57.28 8963 27.45
2020-08-17 18-02-55-533239 1166 9627056 195 33.17 8976 27.13
2020-08-17 18-02-57-023562 1167 9628547 204 34.73 8982 27.13
2020-08-17 18-02-59-798913 1168 9631321 227 38.83 8989 27.45
2020-08-17 18-03-11-390759 1169 9642927 124 23.92 8996 27.13
2020-08-17 18-03-16-666634 1170 9648205 56 16.76 9003 26.91
2020-08-17 18-03-18-561421 1171 9650104 222 37.96 9010 27.34
2020-08-17 18-03-24-396750 1172 9655945 103 22.23 9016 27.24
2020-08-17 18-03-32-949271 1173 9664504 192 32.67 9022 27.34
2020-08-17 18-03-41-189213 1174 9672752 248 42.69 9029 27.13
2020-08-17 18-04-07-984344 1175 9699568 211 35.96 9037 26.91
2020-08-17 18-04-21-595152 1176 9713191 777 596.45 9046 27.34
2020-08-17 18-04-28-792666 1177 9720396 120 23.58 9052 27.13
2020-08-17 18-04-35-957164 1178 9727567 327 59.28 9059 27.34
2020-08-17 18-04-56-180529 1179 9747809 79 20.03 9072 27.24
2020-08-17 18-05-16-637369 1180 9768282 156 27.28 9085 27.13
2020-08-17 18-05-17-928959 1181 9769575 176 30.09 9091 26.91
2020-08-17 18-05-22-265237 1182 9773915 127 24.18 9098 26.91
2020-08-17 18-05-35-176065 1183 9786839 79 20.03 9105 27.24
2020-08-17 18-05-36-708477 1184 9788370 238 40.82 9110 27.24
2020-08-17 18-05-48-199360 1185 9799872 185 31.51 9118 27.34
2020-08-17 18-05-49-832122 1186 9801503 216 36.85 9124 27.45
2020-08-17 18-05-50-961102 1187 9802636 238 40.82 9130 27.13
2020-08-17 18-05-58-609801 1188 9810291 275 47.73 9136 27.24
2020-08-17 18-05-59-382418 1189 9811065 105 22.39 9142 27.13
2020-08-17 18-06-18-455128 1190 9830149 291 50.97 9156 26.91
2020-08-17 18-06-34-953026 1191 9846668 51 15.86 9167 27.24
2020-08-17 18-06-38-643879 1192 9850360 179 30.55 9172 27.13
2020-08-17 18-06-42-805248 1193 9854525 323 58.48 9180 26.91
2020-08-17 18-06-50-421738 1194 9862149 271 46.93 9188 27.24
2020-08-17 18-07-01-831640 1195 9873568 280 48.67 9198 27.34
2020-08-17 18-07-28-777396 1196 9900537 304 53.73 9214 27.13
2020-08-17 18-07-29-711902 1197 9901472 227 38.83 9220 27.24
2020-08-17 18-07-30-183644 1198 9901940 248 42.69 9226 27.13
2020-08-17 18-07-39-946463 1199 9911715 179 30.55 9234 27.13
2020-08-17 18-07-44-698849 1200 9916473 238 40.82 9240 27.45
2020-08-17 18-07-46-842107 1201 9918617 222 37.96 9246 27.34
2020-08-17 18-08-19-762518 1202 9951564 216 36.85 9267 27.34
2020-08-17 18-08-34-873419 1203 9966691 199 33.86 9279 27.13
2020-08-17 18-08-50-683674 1204 9982511 199 33.86 9291 27.13
2020-08-17 18-08-58-428050 1205 9990266 294 51.51 9299 26.91
2020-08-17 18-09-08-449297 1206 10000294 248 42.69 9309 27.24
2020-08-17 18-09-11-016902 1207 10002864 103 22.23 9317 27.34
2020-08-17 18-09-21-748907 1208 10013605 291 50.97 9323 27.34
2020-08-17 18-09-34-297525 1209 10026162 152 26.78 9331 27.34
2020-08-17 18-09-36-609968 1210 10028480 326 59.13 9337 27.13
2020-08-17 18-09-44-664425 1211 10036541 224 38.29 9346 26.91
2020-08-17 18-09-51-253573 1212 10043137 236 40.44 9352 27.24
2020-08-17 18-09-54-679978 1213 10046565 216 36.85 9359 27.34
2020-08-17 18-09-59-343431 1214 10051232 508 144.95 9370 27.34
2020-08-17 18-10-06-115491 1215 10058010 198 33.69 9377 27.24
2020-08-17 18-10-18-033601 1216 10069939 284 49.41 9388 27.45
2020-08-17 18-10-24-754338 1217 10076666 199 33.86 9394 26.91
2020-08-17 18-10-30-453158 1218 10082369 199 33.86 9401 27.34
2020-08-17 18-11-04-244063 1219 10116186 249 42.85 9420 27.13
2020-08-17 18-11-06-273847 1220 10118219 115 23.18 9427 27.34
2020-08-17 18-11-30-741110 1221 10142710 88 20.96 9443 27.34
2020-08-17 18-11-46-261885 1222 10158243 259 44.69 9453 27.13
2020-08-17 18-11-49-977904 1223 10161964 195 33.17 9459 26.91
2020-08-17 18-12-11-126716 1224 10183131 211 35.96 9466 26.91
2020-08-17 18-12-28-337929 1225 10200356 158 27.53 9477 27.34
2020-08-17 18-12-34-452376 1226 10206476 231 39.55 9486 27.34
2020-08-17 18-12-37-985944 1227 10210010 270 46.71 9494 26.91
2020-08-17 18-12-40-929430 1228 10212960 82 20.36 9501 27.34
2020-08-17 18-12-44-069861 1229 10216101 312 55.68 9507 27.34
2020-08-17 18-12-53-248991 1230 10225291 60 17.43 9513 27.24
2020-08-17 18-13-00-378116 1231 10232424 307 54.48 9521 27.34
2020-08-17 18-13-18-784881 1232 10250848 79 20.03 9531 26.91
2020-08-17 18-13-20-171251 1233 10252235 96 21.67 9537 26.91
2020-08-17 18-13-31-798585 1234 10263870 179 30.55 9546 27.13
2020-08-17 18-13-42-400101 1235 10274483 263 45.37 9553 27.34
2020-08-17 18-13-46-295490 1236 10278381 192 32.67 9561 26.91
2020-08-17 18-13-59-875630 1237 10291974 224 38.29 9569 27.24
2020-08-17 18-14-03-333311 1238 10295434 403 88.99 9576 27.34
2020-08-17 18-14-07-385678 1239 10299490 409 91.12 9582 27.13
2020-08-17 18-14-18-099125 1240 10310212 216 36.85 9589 27.45
2020-08-17 18-14-46-243251 1241 10338382 88 20.96 9601 27.34
2020-08-17 18-14-51-105083 1242 10343248 62 17.75 9607 27.13
2020-08-17 18-15-07-473431 1243 10359630 192 32.67 9618 27.45
2020-08-17 18-15-13-999538 1244 10366161 302 53.30 9626 27.13
2020-08-17 18-15-19-701080 1245 10371868 254 43.77 9633 27.34
2020-08-17 18-15-22-542422 1246 10374712 236 40.44 9640 27.13
2020-08-17 18-15-25-163119 1247 10377335 227 38.83 9646 27.45
2020-08-17 18-15-25-558186 1248 10377731 344 64.67 9652 27.45
2020-08-17 18-15-26-896643 1249 10379069 460 119.54 9660 27.13
2020-08-17 18-15-48-495476 1250 10400688 263 45.37 9669 27.24
2020-08-17 18-15-58-099185 1251 10410300 135 24.92 9677 27.24
2020-08-17 18-16-00-588427 1252 10412791 192 32.67 9683 27.34
2020-08-17 18-16-02-219608 1253 10414422 211 35.96 9689 27.34
2020-08-17 18-16-06-479697 1254 10418685 60 17.43 9696 27.45
2020-08-17 18-16-10-397408 1255 10422608 339 62.98 9703 27.45
2020-08-17 18-16-16-361678 1256 10428578 238 40.82 9711 27.34
2020-08-17 18-16-16-803190 1257 10429019 659 253.36 9717 27.45
2020-08-17 18-16-21-256605 1258 10433477 255 43.96 9723 27.24
2020-08-17 18-17-02-467352 1259 10474724 60 17.43 9736 27.34
2020-08-17 18-17-04-534179 1260 10476792 184 31.36 9742 27.13
2020-08-17 18-17-42-129752 1261 10514420 183 31.19 9761 27.24
2020-08-17 18-17-44-870938 1262 10517164 391 82.35 9767 27.45
2020-08-17 18-17-52-879542 1263 10525179 188 32.01 9775 26.91
2020-08-17 18-17-54-477636 1264 10526779 255 43.96 9781 27.24
2020-08-17 18-18-00-717766 1265 10533024 227 38.83 9790 27.13
2020-08-17 18-18-01-661714 1266 10533969 252 43.42 9796 27.34
2020-08-17 18-18-13-499716 1267 10545817 295 51.75 9803 26.91
2020-08-17 18-18-19-947374 1268 10552271 335 61.77 9809 27.13
2020-08-17 18-18-22-557597 1269 10554884 56 16.76 9816 26.91
2020-08-17 18-18-30-975304 1270 10563308 414 93.93 9825 27.34
2020-08-17 18-18-45-282615 1271 10577628 241 41.39 9835 27.13
2020-08-17 18-18-47-079163 1272 10579424 259 44.69 9842 27.24
2020-08-17 18-18-50-869438 1273 10583221 78 19.92 9848 27.45
2020-08-17 18-19-00-656285 1274 10593014 323 58.48 9857 27.13
2020-08-17 18-19-04-724187 1275 10597086 335 61.77 9864 27.34
2020-08-17 18-19-07-371045 1276 10599736 207 35.26 9870 27.34
2020-08-17 18-19-20-713035 1277 10613089 120 23.58 9883 26.91
2020-08-17 18-19-20-786751 1278 10613163 103 22.23 9889 27.45
2020-08-17 18-19-30-150563 1279 10622535 255 43.96 9898 27.34
2020-08-17 18-19-38-633001 1280 10631025 207 35.26 9905 27.13
2020-08-17 18-19-42-920929 1281 10635316 152 26.78 9914 27.34
2020-08-17 18-19-45-146193 1282 10637544 312 55.68 9920 27.34
2020-08-17 18-19-46-291158 1283 10638690 259 44.69 9926 27.34
2020-08-17 18-19-53-965346 1284 10646371 350 66.46 9934 27.45
2020-08-17 18-19-56-938977 1285 10649342 248 42.69 9941 27.13
2020-08-17 18-19-58-974510 1286 10651384 211 35.96 9947 27.34
2020-08-17 18-20-02-969795 1287 10655382 220 37.58 9954 27.34
2020-08-17 18-20-05-662039 1288 10658077 255 43.96 9961 27.13
2020-08-17 18-20-21-662225 1289 10674092 359 69.86 9969 27.34
2020-08-17 18-20-42-756654 1290 10695204 184 31.36 9982 27.24
2020-08-17 18-20-44-493108 1291 10696941 207 35.26 9989 26.91
2020-08-17 18-20-50-090531 1292 10702544 216 36.85 9998 27.24
2020-08-17 18-21-10-662589 1293 10723133 280 48.67 10010 27.34
2020-08-17 18-21-14-753358 1294 10727227 216 36.85 10016 27.34
2020-08-17 18-21-17-301468 1295 10729778 193 32.84 10022 27.34
2020-08-17 18-21-47-119337 1296 10759622 398 85.63 10035 26.91
2020-08-17 18-21-50-251100 1297 10762756 327 59.28 10042 27.34
2020-08-17 18-22-03-863155 1298 10776380 271 46.93 10049 27.24
2020-08-17 18-22-05-144424 1299 10777663 352 66.89 10056 27.24
2020-08-17 18-22-05-827997 1300 10778347 63 17.91 10062 27.34
2020-08-17 18-22-13-677025 1301 10786201 120 23.58 10073 27.34
2020-08-17 18-22-18-591321 1302 10791120 199 33.86 10083 27.34
2020-08-17 18-22-18-888710 1303 10791418 248 42.69 10089 27.34
2020-08-17 18-22-44-927022 1304 10817479 270 46.71 10102 27.45
2020-08-17 18-23-18-230644 1305 10850812 167 28.76 10120 27.13
2020-08-17 18-23-20-329254 1306 10852912 231 39.55 10128 27.34
2020-08-17 18-23-20-622666 1307 10853206 287 50.23 10134 27.34
2020-08-17 18-23-21-940152 1308 10854524 143 25.74 10141 27.45
2020-08-17 18-23-28-309742 1309 10860900 184 31.36 10147 27.45
2020-08-17 18-23-32-104480 1310 10864695 300 52.79 10154 27.13
2020-08-17 18-23-35-060186 1311 10867655 118 23.42 10160 27.02
2020-08-17 18-23-37-899798 1312 10870498 248 42.69 10166 26.91
2020-08-17 18-23-40-111990 1313 10872712 396 85.28 10172 27.45
2020-08-17 18-23-40-210782 1314 10872811 105 22.39 10178 27.45
2020-08-17 18-23-45-136391 1315 10877741 199 33.86 10184 27.13
2020-08-17 18-23-46-158112 1316 10878764 152 26.78 10190 27.13
2020-08-17 18-23-47-068146 1317 10879676 88 20.96 10196 27.24
2020-08-17 18-23-57-367704 1318 10889982 248 42.69 10205 27.34
2020-08-17 18-24-15-774288 1319 10908406 179 30.55 10220 27.24
2020-08-17 18-24-22-608621 1320 10915246 391 82.35 10227 27.13
2020-08-17 18-24-30-525553 1321 10923169 158 27.53 10235 27.45
2020-08-17 18-24-33-927865 1322 10926575 284 49.41 10242 27.34
2020-08-17 18-24-39-788399 1323 10932441 167 28.76 10250 27.34
2020-08-17 18-24-59-444504 1324 10952114 422 97.97 10260 27.34
2020-08-17 18-25-01-962752 1325 10954632 240 41.21 10267 27.13
2020-08-17 18-25-20-236131 1326 10972923 295 51.75 10278 27.24
2020-08-17 18-25-20-388796 1327 10973076 195 33.17 10284 27.45
